"Chem_ID","Prediction"
Chem_0,0.712
Chem_1,0.49884855966657554
Chem_2,0.498807668284153
Chem_3,0.49870796209553264
Chem_4,0.4990282990704702
Chem_5,0.4984930042932394
Chem_6,0.49918872905032846
Chem_7,0.4988351089073264
Chem_8,0.4985749813625644
Chem_9,0.4995303680686848
Chem_10,0.49898751479252806
Chem_11,0.49905312728736834
Chem_12,0.49967801229459685
Chem_13,0.49861835794945336
Chem_14,0.4990851071764056
Chem_15,0.4990811250699551
Chem_16,0.49902282354548533
Chem_17,0.49879471765775146
Chem_18,0.499125616893198
Chem_19,0.4989021843807971
Chem_20,0.4986115772940933
Chem_21,0.4991322689226119
Chem_22,0.49845182323276477
Chem_23,0.49847317399011354
Chem_24,0.4991443869597928
Chem_25,0.4996178702441369
Chem_26,0.4992199534797019
Chem_27,0.4989007961635368
Chem_28,0.49876616597705914
Chem_29,0.4987282512397222
Chem_30,0.4994687762425435
Chem_31,0.4989602600166266
Chem_32,0.4995102719850885
Chem_33,0.49897052004349524
Chem_34,0.49947994470373214
Chem_35,0.49900862886848546
Chem_36,0.4989364085572019
Chem_37,0.4988869666745644
Chem_38,0.49850982220574147
Chem_39,0.49918384197035276
Chem_40,0.4992194820816983
Chem_41,0.4985981059586257
Chem_42,0.4986227399450702
Chem_43,0.4990612594044487
Chem_44,0.4993457431701746
Chem_45,0.49941197845703833
Chem_46,0.49876153713599297
Chem_47,0.49850157010397905
Chem_48,0.49865441383729503
Chem_49,0.49900907506930486
Chem_50,0.4987319437995556
Chem_51,0.49835028663707787
Chem_52,0.4991431909686034
Chem_53,0.49918784025867574
Chem_54,0.49907896736031304
Chem_55,0.49941568474309445
Chem_56,0.4986386750922602
Chem_57,0.49897580249855417
Chem_58,0.4992175222906327
Chem_59,0.49899498830178673
Chem_60,0.4988639448903603
Chem_61,0.49843706614521094
Chem_62,0.4996166504578713
Chem_63,0.4987224583340358
Chem_64,0.49962591962116776
Chem_65,0.4994643542777226
Chem_66,0.4986541933937481
Chem_67,0.49917768127211004
Chem_68,0.4994861101165077
Chem_69,0.4993077474399143
Chem_70,0.49889480302455697
Chem_71,0.4985160856983753
Chem_72,0.4987306008927634
Chem_73,0.49938689503736666
Chem_74,0.49919680650081977
Chem_75,0.49849448262874235
Chem_76,0.4988031191587767
